ds,kelurahan,yhat,yhat_lower,yhat_upper
2024-09-01,Ekor Lubuk,366.2713120599314,365.54491901859853,366.99298042593017
2024-10-01,Ekor Lubuk,365.2285794666064,364.50114035463173,365.9633145847045
2024-11-01,Ekor Lubuk,363.7264284507969,363.00733797223785,364.5179356093848
2024-12-01,Ekor Lubuk,362.3880332307186,361.6465814556777,363.1731640775375
2025-01-01,Ekor Lubuk,363.66004750672295,362.8816077722553,364.436467942417
2025-02-01,Ekor Lubuk,364.72242639316056,363.9825312928084,365.4694319001347
2025-03-01,Ekor Lubuk,365.7959273422667,365.02894748772206,366.50310120326435
2025-04-01,Ekor Lubuk,366.06284266894863,365.298042905626,366.7877303231689
2025-05-01,Ekor Lubuk,366.86792321146174,366.1210320871365,367.6574133652864
2025-06-01,Ekor Lubuk,366.00816037248006,365.25410905044913,366.7964749325774
2025-07-01,Ekor Lubuk,365.15143114009265,364.3720973637843,365.8791363734606
2025-08-01,Ekor Lubuk,364.72528544938183,363.9946517937583,365.48592984852723
2025-09-01,Ekor Lubuk,363.8381054244547,363.0711397155171,364.59625646714846
2025-10-01,Ekor Lubuk,362.85172800948163,362.0972095237396,363.6901918236015
2025-11-01,Ekor Lubuk,361.5197276221717,360.6364399118187,362.5498400214408
2025-12-01,Ekor Lubuk,360.7417227880331,359.55832528472814,362.1127821790294
2026-01-01,Ekor Lubuk,361.55616952915057,359.57645570882266,363.6345806984809
2026-02-01,Ekor Lubuk,362.5186443251903,359.94768405842206,365.31061353624403
2026-03-01,Ekor Lubuk,363.48242835586655,360.0995586548484,367.29130763134765
2026-04-01,Ekor Lubuk,363.7810328608423,359.4254349274581,368.4199796753957
2026-05-01,Ekor Lubuk,364.70982667918406,359.50341291480925,370.4820115398819
2026-06-01,Ekor Lubuk,364.0622596118912,357.805252623017,370.6579793101278
2026-07-01,Ekor Lubuk,363.2638735300597,355.86493602072824,371.1198454889504
2026-08-01,Ekor Lubuk,362.62208098683664,354.155435717587,371.2708739431212
2026-09-01,Ekor Lubuk,361.3990820626462,351.6999414511696,371.2769229734907
2026-10-01,Ekor Lubuk,360.48062649473206,349.5840788593153,371.5218882753057
2026-11-01,Ekor Lubuk,359.325472566922,347.5866305103801,371.43299361490114
2026-12-01,Ekor Lubuk,359.0976873377221,346.3466160034951,372.3339295402122
2027-01-01,Ekor Lubuk,359.44370817859334,345.1150870549257,374.3824048307528
2027-02-01,Ekor Lubuk,360.30874948459604,344.6059783989034,376.78126820104035
2027-03-01,Ekor Lubuk,361.16817078428295,344.2254457663057,378.8130547560169
2027-04-01,Ekor Lubuk,361.50337647231305,342.99074304388176,380.4101742181092
2027-05-01,Ekor Lubuk,362.5587034797726,342.15111230963333,382.85981935738664
2027-06-01,Ekor Lubuk,362.1209540300218,340.52571762986804,383.7750231057335
2027-07-01,Ekor Lubuk,361.3715903585816,337.96697832159987,384.9483504860569
2027-08-01,Ekor Lubuk,360.50806904772895,335.08290801714855,385.9407568122095
2027-09-01,Ekor Lubuk,358.95467320845415,331.5270017952759,386.4478216613192
2027-10-01,Ekor Lubuk,358.11566203113284,330.25547442785665,388.2035387425044
2027-11-01,Ekor Lubuk,357.1436756557231,327.03167003716004,389.0360787953657
2027-12-01,Ekor Lubuk,357.45531698037985,325.714581829791,391.21217183388524
2028-01-01,Ekor Lubuk,357.3224749615922,323.7785754802094,392.614612172254
2028-02-01,Ekor Lubuk,358.09281708884737,322.95174712762145,395.4886809159809
2028-03-01,Ekor Lubuk,359.5337304721998,323.1350315181036,398.1202870038182
2028-04-01,Ekor Lubuk,359.7739221585847,321.31776033770734,400.7205762495683
2028-05-01,Ekor Lubuk,360.45835617230244,321.09710501206024,403.1829548337076
2028-06-01,Ekor Lubuk,359.3843109130415,318.4162713766824,403.619066906434
2028-07-01,Ekor Lubuk,358.4599767739599,315.7603314503907,405.2434418123542
2028-08-01,Ekor Lubuk,358.24304855369985,313.4930752616581,406.851513389289
2028-09-01,Ekor Lubuk,357.6966577584167,310.87412087480334,408.70902341735587
2028-10-01,Ekor Lubuk,356.65392516509667,307.87289196543185,410.03374906363734
2028-11-01,Ekor Lubuk,355.15177414928434,304.5911697771559,411.4971939532963
2028-12-01,Ekor Lubuk,353.8133789292067,299.8690344364769,413.2233265602439
2029-01-01,Ekor Lubuk,355.0853932052114,299.66500112206995,417.81175882655475
2029-02-01,Ekor Lubuk,356.14777209164765,298.0368465034377,420.40964128332286
2029-03-01,Ekor Lubuk,357.2212730407561,297.0785515968277,423.7851490953792
2029-04-01,Ekor Lubuk,357.4881883674385,295.44059048294764,427.1024577312406
2029-05-01,Ekor Lubuk,358.2932689099495,293.7948618875012,430.4319645922136
2029-06-01,Ekor Lubuk,357.43350607097005,290.36465642519937,430.76282963046606
2029-07-01,Ekor Lubuk,356.576776838578,286.82341263724845,432.81914436893754
2029-08-01,Ekor Lubuk,356.1506311478694,284.71400334141254,434.53935517922076
2029-09-01,Ekor Lubuk,355.2634511229461,281.4237734330234,436.1883628895221
2029-10-01,Ekor Lubuk,354.2770737079693,278.3291604145349,437.96479465059923
2029-11-01,Ekor Lubuk,352.9450733206595,274.40974063064454,439.1928863222762
2029-12-01,Ekor Lubuk,352.16706848651484,271.42094228709215,440.6028255830805
2030-01-01,Ekor Lubuk,352.98151522763936,270.1986697888815,443.87036200758877
2030-02-01,Ekor Lubuk,353.94399002367584,268.57243359447875,447.2225227494639
2030-03-01,Ekor Lubuk,354.90777405435176,267.0998954596907,451.0732689847933
2030-04-01,Ekor Lubuk,355.20637855932716,265.141512569939,454.2394116749134
2030-05-01,Ekor Lubuk,356.1351723776702,262.4008006999102,457.2902917825696
2030-06-01,Ekor Lubuk,355.4876053103782,259.5186990262436,459.3245005358929
2030-07-01,Ekor Lubuk,354.6892192285488,256.0848977178944,461.42696716016593
2030-08-01,Ekor Lubuk,354.0474266853265,251.67976357299784,463.30571929152507
2030-09-01,Ekor Lubuk,352.8244277611361,248.6248036234036,464.4600302962839
2019-01-01,Guguk Malintang,266.20458352738416,265.4708510222492,266.8964347432793
2019-02-01,Guguk Malintang,267.451711259509,266.74501235838756,268.1279957168809
2019-03-01,Guguk Malintang,268.7328407924584,267.95280081348886,269.46069484539265
2019-04-01,Guguk Malintang,269.46331605094883,268.7690925620094,270.18725022485233
2019-05-01,Guguk Malintang,270.5799257277432,269.8443617868377,271.27366099060714
2019-06-01,Guguk Malintang,271.83767965962227,271.1783590656089,272.52532419643944
2019-07-01,Guguk Malintang,270.9877247920913,270.27594302667615,271.7235759136361
2019-08-01,Guguk Malintang,270.6841532837556,269.985987338549,271.36957969956177
2019-09-01,Guguk Malintang,270.34984078572387,269.60264585811206,271.0085813155446
2019-10-01,Guguk Malintang,270.4023722676977,269.72472876527144,271.0782614557495
2019-11-01,Guguk Malintang,269.4064628409801,268.6926908841746,270.1352341489313
2019-12-01,Guguk Malintang,269.18371820444736,268.4469921100757,269.89707488680546
2020-01-01,Guguk Malintang,269.4964913614923,268.74699437779407,270.20316240891873
2020-02-01,Guguk Malintang,270.6203382059939,269.90299584701523,271.38265188074496
2020-03-01,Guguk Malintang,271.37788113483793,270.69990878018007,272.15443796380885
2020-04-01,Guguk Malintang,272.67569262912036,272.0114576984817,273.33763499122296
2020-05-01,Guguk Malintang,273.17410305229697,272.4477791575241,273.8215430582581
2020-06-01,Guguk Malintang,273.71768420764874,273.0023090409621,274.34709888471343
2020-07-01,Guguk Malintang,273.8359655353695,273.13395265601235,274.5038426946359
2020-08-01,Guguk Malintang,273.5169039138241,272.73697994874067,274.22815015730447
2020-09-01,Guguk Malintang,272.9852780785622,272.27074639936234,273.6944130620058
2020-10-01,Guguk Malintang,272.99091698127427,272.26683536731156,273.6484819048124
2020-11-01,Guguk Malintang,272.3491335989402,271.62520122962934,273.03243366922544
2020-12-01,Guguk Malintang,272.98769219525803,272.2713423660011,273.7285370470549
2021-01-01,Guguk Malintang,273.64214967851774,272.94328334245415,274.36956122847994
2021-02-01,Guguk Malintang,274.9736194571379,274.2765497245855,275.6906255719962
2021-03-01,Guguk Malintang,276.43033976286506,275.74405785805334,277.1365583236117
2021-04-01,Guguk Malintang,277.97850408858056,277.27135930435287,278.6656267608276
2021-05-01,Guguk Malintang,279.0192994609706,278.31536315400297,279.7413830286629
2021-06-01,Guguk Malintang,279.84553249986266,279.1224034003111,280.49474988075815
2021-07-01,Guguk Malintang,279.6802148993609,278.9526044524295,280.4095792224995
2021-08-01,Guguk Malintang,279.2273656700554,278.52957577045487,279.9270541829414
2021-09-01,Guguk Malintang,278.6272924586691,277.94373941407,279.32324738650243
2021-10-01,Guguk Malintang,278.52265132868797,277.8009099693026,279.17252389886664
2021-11-01,Guguk Malintang,277.63195385677113,276.9501174378078,278.3210421353836
2021-12-01,Guguk Malintang,277.925197532271,277.20457496997926,278.65371222542296
2022-01-01,Guguk Malintang,278.17497708428556,277.4332139112472,278.9353870439845
2022-02-01,Guguk Malintang,279.1505790911872,278.4534915772593,279.894193625083
2022-03-01,Guguk Malintang,280.23857149153247,279.533572427242,280.9324935752048
2022-04-01,Guguk Malintang,281.0617383868169,280.34984699808933,281.7428573414703
2022-05-01,Guguk Malintang,281.83293960782567,281.11526855478684,282.5202014202915
2022-06-01,Guguk Malintang,282.7197593220866,282.01539043900004,283.4287176492004
2022-07-01,Guguk Malintang,282.0597737475219,281.4017844021715,282.8102832246832
2022-08-01,Guguk Malintang,281.5198081780312,280.81063935131897,282.2809421558323
2022-09-01,Guguk Malintang,280.893278557428,280.1602762935557,281.5956579522172
2022-10-01,Guguk Malintang,280.7152573128011,279.98262129749935,281.43454191971654
2022-11-01,Guguk Malintang,279.61447350120227,278.93625236162427,280.2697567377952
2022-12-01,Guguk Malintang,279.6043774392549,278.888801155677,280.27291575559286
2023-01-01,Guguk Malintang,279.91106813070223,279.19038236822365,280.6766132057365
2023-02-01,Guguk Malintang,280.9571076717313,280.26519664756177,281.6147799213866
2023-03-01,Guguk Malintang,282.0566091611077,281.3183131583056,282.77815607414516
2023-04-01,Guguk Malintang,282.5857834675266,281.89479327409725,283.32415483309927
2023-05-01,Guguk Malintang,283.5075856915979,282.75441035561545,284.2172294613315
2023-06-01,Guguk Malintang,284.5640385889958,283.85733054223283,285.27904301662375
2023-07-01,Guguk Malintang,283.52061017547265,282.8677402404991,284.219121289345
2023-08-01,Guguk Malintang,283.01711600294607,282.29485122016075,283.72405022423635
2023-09-01,Guguk Malintang,282.4828808447133,281.7902119944632,283.2337443796877
2023-10-01,Guguk Malintang,282.3419387431005,281.5923708582175,283.06309188379527
2023-11-01,Guguk Malintang,281.14610661334586,280.42844289051993,281.8387866914831
2023-12-01,Guguk Malintang,281.74917872338114,280.98690674368004,282.4347649867093
2024-01-01,Guguk Malintang,282.9152958518783,282.2286841080449,283.63583503071743
2024-02-01,Guguk Malintang,284.98011018557486,284.24004814393237,285.6762083184344
2024-03-01,Guguk Malintang,286.6179129948172,285.9819039711252,287.30405195110706
2024-04-01,Guguk Malintang,288.8566919474585,288.1839766516676,289.5679897815123
2024-05-01,Guguk Malintang,289.66027431497366,288.9704869293858,290.3272136580969
2024-06-01,Guguk Malintang,290.51919981280844,289.79568577042266,291.2229448395039
2024-07-01,Guguk Malintang,290.9426530848712,290.2063391641867,291.6789612897163
2024-08-01,Guguk Malintang,290.6790494798091,289.95975624501654,291.32124326953584
2024-09-01,Guguk Malintang,290.2028816610313,289.4879732978801,290.9112807993937
2024-10-01,Guguk Malintang,290.2614008272717,289.5271614718351,290.9855324844275
2024-11-01,Guguk Malintang,289.67426038392074,288.93577323081917,290.4138659062197
2024-12-01,Guguk Malintang,290.36569924377045,289.66246316752733,291.0478559102766
2025-01-01,Guguk Malintang,290.95166764096984,290.3103242991059,291.6777693208045
2025-02-01,Guguk Malintang,292.21464833353207,291.48286369006024,292.90158280511315
2025-03-01,Guguk Malintang,293.60950743102774,292.8883838200606,294.3098660283277
2025-04-01,Guguk Malintang,295.0891825619138,294.3754080775805,295.8082583432927
2025-05-01,Guguk Malintang,296.06369806834005,295.41602437825,296.7872366507356
2025-06-01,Guguk Malintang,297.1354912032589,296.4689222614638,297.8554206763409
2025-07-01,Guguk Malintang,297.20781240536775,296.48074248902856,297.9014141861415
2025-08-01,Guguk Malintang,296.9991406522803,296.2861066654923,297.71694248461176
2025-09-01,Guguk Malintang,296.64324491711136,295.9349784831106,297.3450168766659
2025-10-01,Guguk Malintang,296.77490457056615,296.11581313533407,297.4820977727819
2025-11-01,Guguk Malintang,296.1283846371907,295.3449213662483,296.90860373994536
2025-12-01,Guguk Malintang,296.65792915644,295.8422328541096,297.4067842171604
2026-01-01,Guguk Malintang,297.29834232383257,296.3514729145232,298.28276786525964
2026-02-01,Guguk Malintang,298.6645779461101,297.47496501581537,299.6853699418242
2026-03-01,Guguk Malintang,300.1054007087318,298.83609678278856,301.3454627425017
2026-04-01,Guguk Malintang,301.32058297734767,299.75493883009057,302.9390893389781
2026-05-01,Guguk Malintang,302.47115391448335,300.54490189366055,304.3797877139638
2026-06-01,Guguk Malintang,303.7499890038028,301.4361901571547,305.86447241945666
2026-07-01,Guguk Malintang,303.4693731470337,300.9594906512479,306.10882074710025
2026-08-01,Guguk Malintang,303.32142295259985,300.48360858436604,306.22383674092623
2026-09-01,Guguk Malintang,303.0869086808841,299.83944373766053,306.2998233537869
2026-10-01,Guguk Malintang,303.28825712873004,299.48539533011973,306.77224508818745
2026-11-01,Guguk Malintang,302.5794887869423,298.4054165925154,306.52833731723047
2026-12-01,Guguk Malintang,302.94876253448945,298.4007594875974,307.251249128953
2027-01-01,Guguk Malintang,303.6474686957476,298.7014462789594,308.43112085575046
2027-02-01,Guguk Malintang,305.1167130195587,299.48657118467605,310.56477354087303
2027-03-01,Guguk Malintang,306.59846399016175,300.764313677157,312.4952538594954
2027-04-01,Guguk Malintang,307.5510558403387,301.2000370497351,314.14467721043997
2027-05-01,Guguk Malintang,308.88261697772407,301.9684051740154,315.8870636401886
2027-06-01,Guguk Malintang,310.36248741887886,302.82672474882764,317.9572617395617
2027-07-01,Guguk Malintang,309.7274840514022,301.9204881386293,317.78128464858213
2027-08-01,Guguk Malintang,309.6460290931245,301.3413293645538,318.1784446835859
2027-09-01,Guguk Malintang,309.5338331451468,300.4747056309567,318.968249487052
2027-10-01,Guguk Malintang,309.8013160857181,300.0374769963229,319.8027958848594
2027-11-01,Guguk Malintang,309.0275231662198,299.10121103088,319.47877185917787
2027-12-01,Guguk Malintang,309.23833841124105,298.85213495247297,320.1939433640453
2028-01-01,Guguk Malintang,309.99912344589166,298.91428010677487,321.76664983982437
2028-02-01,Guguk Malintang,311.57098216799847,300.2478938309316,323.7792657200196
2028-03-01,Guguk Malintang,312.74763295349607,300.31207467458233,325.8316891026321
2028-04-01,Guguk Malintang,314.49345629454604,301.49553634012443,327.99317879476644
2028-05-01,Guguk Malintang,315.2970386620622,301.8053912633376,329.44011411703076
2028-06-01,Guguk Malintang,316.155964159895,301.9577686258073,330.76569786730613
2028-07-01,Guguk Malintang,316.57941743195886,301.78371894390546,332.1039659440023
2028-08-01,Guguk Malintang,316.3158138268966,300.25710327599705,332.1445692743697
2028-09-01,Guguk Malintang,315.8396460081198,299.1242060777003,332.8940051354708
2028-10-01,Guguk Malintang,315.8981651743597,298.4505522419001,333.81402794227927
2028-11-01,Guguk Malintang,315.31102473100975,296.9779621982262,333.8044169577116
2028-12-01,Guguk Malintang,316.00246359085924,297.3184030289206,335.0639533227886
2029-01-01,Guguk Malintang,316.5884319880584,296.93182222407086,336.65202271651566
2029-02-01,Guguk Malintang,317.85141268062154,297.65598984075973,338.34640906889
2029-03-01,Guguk Malintang,319.2462717781152,298.3838210377027,340.4910784661572
2029-04-01,Guguk Malintang,320.7259469090024,298.88751443890635,342.76081409935574
2029-05-01,Guguk Malintang,321.7004624154284,299.3442214345468,344.49252954742457
2029-06-01,Guguk Malintang,322.7722555503474,299.38723242517244,345.9957340514002
2029-07-01,Guguk Malintang,322.84457675245676,298.69004693107354,347.03331504581087
2029-08-01,Guguk Malintang,322.63590499936885,297.65569414182943,347.36658762715075
2029-09-01,Guguk Malintang,322.2800092641995,296.81579979749165,346.97282385862934
2029-10-01,Guguk Malintang,322.4116689176555,296.025840269477,348.65473670582315
2029-11-01,Guguk Malintang,321.7651489842795,294.2069159762599,348.6002986565019
2029-12-01,Guguk Malintang,322.29469350353025,294.05612509264034,349.16830504190466
2030-01-01,Guguk Malintang,322.93510667092096,293.4385947483895,350.5625598144622
2030-02-01,Guguk Malintang,324.30134229320004,294.204716892435,352.7448833615659
2030-03-01,Guguk Malintang,325.74216505582046,294.88940651063467,355.28929253243
2030-04-01,Guguk Malintang,326.9573473244358,295.4547465752357,356.74721291672273
2030-05-01,Guguk Malintang,328.10791826157157,295.83263529059764,359.0484702220633
2030-06-01,Guguk Malintang,329.3867533508889,296.33853181755035,360.85428501253176
2030-07-01,Guguk Malintang,329.10613749412096,295.37262262236464,361.73269355889795
2030-08-01,Guguk Malintang,328.95818729968573,294.4106239872485,362.42802386447295
2030-09-01,Guguk Malintang,328.7236730279727,293.5431659903542,362.59034946797993
2019-01-01,Kampung Jambak,277.273669237677,276.4736326936386,278.05504609360696
2019-02-01,Kampung Jambak,278.31976428253773,277.55949967335425,279.0588502166982
2019-03-01,Kampung Jambak,279.7418684998524,278.95988949177456,280.5490505153219
2019-04-01,Kampung Jambak,280.5972264167545,279.846270506578,281.40844883293823
2019-05-01,Kampung Jambak,281.7006510119884,280.9134159859587,282.5464085763284
2019-06-01,Kampung Jambak,281.3798293648596,280.58043005979056,282.20082427117353
2019-07-01,Kampung Jambak,280.78177958846015,279.96662749676926,281.52911065129115
2019-08-01,Kampung Jambak,279.7642938157708,278.96081631212996,280.53453541832306
2019-09-01,Kampung Jambak,279.053263449008,278.25063616381146,279.8297751133614
2019-10-01,Kampung Jambak,279.3334325450094,278.5541917220921,280.14037207344023
2019-11-01,Kampung Jambak,279.99796703192135,279.19721215786205,280.79313295443194
2019-12-01,Kampung Jambak,279.7918116744452,278.98423082785615,280.60570259737216
2020-01-01,Kampung Jambak,279.7801118038208,279.06205125201194,280.51655279690635
2020-02-01,Kampung Jambak,280.6291435851719,279.87869717969585,281.4149019511592
2020-03-01,Kampung Jambak,282.129835029576,281.3692280444842,282.90334373088336
2020-04-01,Kampung Jambak,283.6328144387872,282.8880708651226,284.3886365396247
2020-05-01,Kampung Jambak,283.8382386084421,283.068647732933,284.63519085812834
2020-06-01,Kampung Jambak,283.97642408027394,283.1957168552736,284.79418828785106
2020-07-01,Kampung Jambak,284.1670938162423,283.37087373546257,284.97113529836764
2020-08-01,Kampung Jambak,283.257031041284,282.4896060003596,284.04687442140687
2020-09-01,Kampung Jambak,282.93040440201764,282.19967194710625,283.7410403035468
2020-10-01,Kampung Jambak,283.30081725118015,282.49702534394635,284.1227303155134
2020-11-01,Kampung Jambak,283.2043149382415,282.41970521869337,284.00021365758676
2020-12-01,Kampung Jambak,283.4906603431734,282.7286892348336,284.2726209333364
2021-01-01,Kampung Jambak,284.81898623797645,284.01634553605334,285.576987391665
2021-02-01,Kampung Jambak,286.7908115295404,286.05462242388165,287.58847931534154
2021-03-01,Kampung Jambak,287.5205456224704,286.7937690353028,288.3402486454554
2021-04-01,Kampung Jambak,289.13262008234045,288.4025703144163,289.9503580471973
2021-05-01,Kampung Jambak,289.9530209511639,289.151091167385,290.73804438361236
2021-06-01,Kampung Jambak,290.0362738118091,289.2509190008,290.87056664744915
2021-07-01,Kampung Jambak,290.05089745660206,289.3017070578803,290.83884070159684
2021-08-01,Kampung Jambak,289.10987723017695,288.32032774196455,289.8561908525639
2021-09-01,Kampung Jambak,288.6600973439346,287.8323903557838,289.3930104248628
2021-10-01,Kampung Jambak,288.8864166037719,288.0904629876437,289.71832524995403
2021-11-01,Kampung Jambak,288.9346138372566,288.19600757123777,289.7399460956689
2021-12-01,Kampung Jambak,288.9393952751546,288.1401827548426,289.6820075779993
2022-01-01,Kampung Jambak,289.68987722565146,288.91251252019697,290.44452554372697
2022-02-01,Kampung Jambak,291.1427500964936,290.37934148570866,291.92904139783144
2022-03-01,Kampung Jambak,292.16983080781984,291.3614529945145,292.9416335896921
2022-04-01,Kampung Jambak,293.49314546646383,292.72720921562245,294.2423899698145
2022-05-01,Kampung Jambak,294.54245238012487,293.7456658428585,295.2894746375089
2022-06-01,Kampung Jambak,295.1789849528248,294.3904626868107,295.9697779987165
2022-07-01,Kampung Jambak,295.6140162337991,294.83648523830715,296.40480510427165
2022-08-01,Kampung Jambak,295.38454416004225,294.60278529970253,296.173850214856
2022-09-01,Kampung Jambak,295.55293634196187,294.7582908325441,296.29703073858207
2022-10-01,Kampung Jambak,296.52908838495244,295.77679291514966,297.31016961771644
2022-11-01,Kampung Jambak,297.10481169909394,296.32075988907127,297.8718759312812
2022-12-01,Kampung Jambak,297.1895335302441,296.4165966864878,297.9451465019286
2023-01-01,Kampung Jambak,297.74544954054153,296.9562673968768,298.51819899382133
2023-02-01,Kampung Jambak,299.07463614605354,298.28535880572855,299.87924609361505
2023-03-01,Kampung Jambak,300.7524359665445,300.00134100839875,301.52922172946404
2023-04-01,Kampung Jambak,301.5681767906017,300.77174711049605,302.2956326537434
2023-05-01,Kampung Jambak,302.6332622640879,301.8119469939599,303.46967235952224
2023-06-01,Kampung Jambak,302.27282352448555,301.47690637663044,303.00485778464355
2023-07-01,Kampung Jambak,301.36131766574545,300.6059863144659,302.15396900071823
2023-08-01,Kampung Jambak,300.01992727463914,299.18800342201695,300.7733010298286
2023-09-01,Kampung Jambak,298.9849922902704,298.2126236153764,299.77467110239485
2023-10-01,Kampung Jambak,298.95029592631295,298.18761718666974,299.7883852132924
2023-11-01,Kampung Jambak,299.28946943793187,298.4481172231744,300.0429408050471
2023-12-01,Kampung Jambak,298.87125486076366,298.0905785576091,299.62797227548145
2024-01-01,Kampung Jambak,298.6404271297926,297.87234854486996,299.4289223649519
2024-02-01,Kampung Jambak,299.27051873849524,298.4377799734358,300.01579023731557
2024-03-01,Kampung Jambak,300.5663951825865,299.75249033490053,301.35282068424726
2024-04-01,Kampung Jambak,301.85043441904907,301.06327271696784,302.62137575060456
2024-05-01,Kampung Jambak,302.2239709566424,301.44749097977314,302.96526654134027
2024-06-01,Kampung Jambak,302.5358725420159,301.78799412861144,303.334090899393
2024-07-01,Kampung Jambak,302.89465464592547,302.12031284708723,303.66391187396084
2024-08-01,Kampung Jambak,302.0370740708484,301.2500505146705,302.83796823920795
2024-09-01,Kampung Jambak,301.76292963147006,301.0217835713605,302.506351889378
2024-10-01,Kampung Jambak,302.00994448312423,301.17889526421214,302.76486669571653
2024-11-01,Kampung Jambak,301.7859309060928,300.99351243913014,302.50802995386147
2024-12-01,Kampung Jambak,301.9488783135175,301.112031294961,302.7886222998943
2025-01-01,Kampung Jambak,303.1496929434393,302.3227827667706,303.9839013495994
2025-02-01,Kampung Jambak,304.9940069701217,304.14200516294176,305.7584386187923
2025-03-01,Kampung Jambak,305.6085700407758,304.84330590322367,306.37613880691094
2025-04-01,Kampung Jambak,307.0931337259835,306.32062857790277,307.908011747446
2025-05-01,Kampung Jambak,307.79013707093856,307.0279792528512,308.5859077853723
2025-06-01,Kampung Jambak,307.97854999058677,307.2552455909867,308.7097838168899
2025-07-01,Kampung Jambak,308.0949414344152,307.3113293134204,308.9222133552711
2025-08-01,Kampung Jambak,307.25983375254225,306.4811990485378,308.0710267681031
2025-09-01,Kampung Jambak,306.9159664108503,306.15717031047427,307.6976492290375
2025-10-01,Kampung Jambak,307.24478168154064,306.4679112631552,308.01180420057534
2025-11-01,Kampung Jambak,307.3999662271674,306.5292692988612,308.2467146216999
2025-12-01,Kampung Jambak,307.50828377359363,306.59866265179716,308.37091845693465
2026-01-01,Kampung Jambak,308.3657530365382,307.34515863310736,309.33524069795345
2026-02-01,Kampung Jambak,309.9256132198233,308.68729576564454,311.12912067218684
2026-03-01,Kampung Jambak,311.0493276327128,309.51940554618665,312.47385841855606
2026-04-01,Kampung Jambak,312.3400406291686,310.54935450556894,313.9328161984169
2026-05-01,Kampung Jambak,313.3577975471666,311.2222718601868,315.2706771053945
2026-06-01,Kampung Jambak,313.4151893447594,310.7445612234462,315.669642547715
2026-07-01,Kampung Jambak,313.2897618111198,310.24029024401256,315.8277543173571
2026-08-01,Kampung Jambak,312.4811489622563,309.00302122256676,315.65174796289773
2026-09-01,Kampung Jambak,312.07145843809343,308.1032349365637,315.52221381859124
2026-10-01,Kampung Jambak,312.4881756042321,308.0176090457303,316.35800073846696
2026-11-01,Kampung Jambak,313.0190224177767,308.2418017236682,317.6273698171416
2026-12-01,Kampung Jambak,313.06031537738346,307.65533321454865,318.0774666222124
2027-01-01,Kampung Jambak,313.57135488708167,307.55656897201027,318.9894187268003
2027-02-01,Kampung Jambak,314.857255488723,308.2622872577175,320.65570615251096
2027-03-01,Kampung Jambak,316.49595827345206,309.51298525100987,322.8082767030733
2027-04-01,Kampung Jambak,317.59112174712965,309.9354945970267,324.67102704915015
2027-05-01,Kampung Jambak,318.9266162363774,310.73549212608674,326.66109838767125
2027-06-01,Kampung Jambak,318.8456001463989,310.19252759278817,327.07557415113536
2027-07-01,Kampung Jambak,318.4792784418061,308.9413517865703,326.8900791271364
2027-08-01,Kampung Jambak,317.7012450099855,307.57842346540355,326.95384182413926
2027-09-01,Kampung Jambak,317.2296669840908,306.64224854109574,326.8001500729666
2027-10-01,Kampung Jambak,317.74015477349406,306.4852370336721,328.07024959844847
2027-11-01,Kampung Jambak,318.64268524358664,306.7020310022028,329.3005010714075
2027-12-01,Kampung Jambak,318.60464225427916,306.0769829357972,330.3501121868995
2028-01-01,Kampung Jambak,318.76665849742733,305.8783754340346,330.824935219125
2028-02-01,Kampung Jambak,319.78940639254967,305.7659716074203,333.3697845893691
2028-03-01,Kampung Jambak,321.4526064594185,306.9307902371725,335.34901038194715
2028-04-01,Kampung Jambak,323.12930198229685,307.76468920361793,337.7219409100808
2028-05-01,Kampung Jambak,323.5028385198922,307.36572224609375,338.6292771773186
2028-06-01,Kampung Jambak,323.8147401052648,306.91451217088974,339.3919238860591
2028-07-01,Kampung Jambak,324.1735222091745,306.5269100988699,340.40811515147976
2028-08-01,Kampung Jambak,323.31594163409824,304.65407901643636,339.97806546187894
2028-09-01,Kampung Jambak,323.04179719471756,303.22964396956536,340.32228021163974
2028-10-01,Kampung Jambak,323.2888120463734,302.4343602985731,341.339001527439
2028-11-01,Kampung Jambak,323.06479846934644,301.8747094534738,341.9072595515429
2028-12-01,Kampung Jambak,323.2277458767671,301.4382348324269,342.6680100047931
2029-01-01,Kampung Jambak,324.42856050668894,301.6774858551952,344.4562878208522
2029-02-01,Kampung Jambak,326.2728745333712,302.9728477869119,346.7493500959971
2029-03-01,Kampung Jambak,326.8874376040235,302.93048195255795,348.2062709481271
2029-04-01,Kampung Jambak,328.3720012892324,303.9356511051302,350.75252272137124
2029-05-01,Kampung Jambak,329.06900463419,303.48948642470924,352.25382169938734
2029-06-01,Kampung Jambak,329.2574175538379,302.66762202710765,353.45783548501095
2029-07-01,Kampung Jambak,329.373808997666,301.6857352316962,354.8715717469872
2029-08-01,Kampung Jambak,328.5387013157916,299.6768020862756,354.5634062193794
2029-09-01,Kampung Jambak,328.19483397410164,298.6427295487498,355.1035595690588
2029-10-01,Kampung Jambak,328.52364924478996,297.6527719141195,356.61308102683154
2029-11-01,Kampung Jambak,328.67883379041945,296.3101357278284,357.6772408077364
2029-12-01,Kampung Jambak,328.78715133684045,295.1119384980011,358.35027931444864
2030-01-01,Kampung Jambak,329.6446205997875,295.76072290714984,359.9256978163632
2030-02-01,Kampung Jambak,331.20448078306885,295.90077181577175,362.71559901882455
